filename,has_mite
2017-09-01_3-01-01-mp4-bee_id_2283-47325-1_png.rf.b1b70a82dcd5ff6f90711c732581cc03.jpg,True
2017-09-25_16-03-38-mp4-bee_id_283-5385-1_png.rf.2a4f032eb9cc5872d8cebe96081a1781.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2362-53670-1_png.rf.01a037ba24dd9533ae2217416fad8dbf.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9424-19800-1_png.rf.1481631ff4679221603486e9fea15fdf.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9397-17385-1_png.rf.658801583e56b43e8a60bf62426c37d8.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6995-3975-1_png.rf.ba990a623d6f67d12e886b2c3e2f2249.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9123-1245-1_png.rf.99c036603566b57a969f08deea64f551.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9094-270-1_png.rf.4bc569759d3bcb6cf960fa08ddcf0bb3.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7791-7710-1_png.rf.f7cf3ae217d1e5bbed361558fc64b475.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9315-8490-1_png.rf.cb9ca95acd4672ad034de3936afa77bf.jpg,True
2017-10-17_1-39-36-mp4-bee_id_3478-285-1_png.rf.c6befcf2a6a4adaed9651bd82e36a1cc.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2295-48750-1_png.rf.107c0b9e3e8d38c130b5d902996a2477.jpg,True
2017-08-28_16-31-55-mp4-bee_id_2769-30-1_png.rf.a2a9f3c8cfcb442a6bdf5c92c2417153.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9119-1185-1_png.rf.0ee06e6ac46dce76dad27dc63bd0ceb9.jpg,False
2017-10-17_16-41-10-mp4-bee_id_7033-4950-1_png.rf.6e3ce74547c099dcb813331db35e6f98.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9430-21510-1_png.rf.c91a83fd8875e28518801c8f703ef50a.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9304-8070-1_png.rf.af5a62c3aa34dbcd079a3fe2ed150d0a.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7756-2535-1_png.rf.450557200d74c51e1948973b8e58ff8c.jpg,True
2017-10-17_1-39-36-mp4-bee_id_3499-735-1_png.rf.89cabfd27dad2325c8253f05dc2454e9.jpg,False
2017-10-17_1-39-36-mp4-bee_id_3483-315-1_png.rf.acfe7b8fc7c6d14c32e06d802a1367c6.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9200-3735-1_png.rf.0f04319fc2b9801f86ae78b5174c09fc.jpg,False
2017-10-17_1-39-36-mp4-bee_id_3494-570-1_png.rf.a35d0e06e65791868163183799ec70c8.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9116-1140-1_png.rf.29b54e78ad0eaea5bfdbdb5e7cc05bef.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6904-1035-1_png.rf.5673eb93b722edde301a46e2ed56c0ce.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6893-690-1_png.rf.1179d8719e4ab2c9173b9b3e89101a3c.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2261-43380-1_png.rf.7fde84c99f51f1e968b7cfc2bcdacbd2.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9363-14835-1_png.rf.50dd6572946aae1807e5b8d33d690274.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6961-2910-1_png.rf.b2945b07ad49cd8f38789635da52598d.jpg,False
2017-09-25_16-03-38-mp4-bee_id_268-3180-1_png.rf.c6009aad6479b9cb7577b635ddf6a1ef.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9380-15825-1_png.rf.cc1684597760145d6c081dd72f7c2617.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9399-17520-1_png.rf.cd773875b7ae661d2511ce3c8c4ff2ae.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2397-56550-1_png.rf.a60267b361158aeb3d7ddcb445d31876.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9283-7275-1_png.rf.febf4625a8e0b46aadd87b1bcc15a4a4.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6915-1380-1_png.rf.dc9f7df0085428d0f9c130f45309cbfe.jpg,False
2017-09-25_16-03-38-mp4-bee_id_257-2265-1_png.rf.dd6829b5c44cbc481592eb2856fb3bff.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2250-20280-1_png.rf.20dbeb66557c0affb393b6edec84189a.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9341-11610-1_png.rf.a38fcfccf07736e1cb0af5bbd148f5c0.jpg,True
2017-09-25_16-03-38-mp4-bee_id_234-75-1_png.rf.8e3edce77af90683164c507a7980e264.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2356-52755-1_png.rf.c6836c87790c4b191947ad156cab3dde.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2400-56775-1_png.rf.90a987af1167f4b1d4db5dd9502e404f.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2325-50145-1_png.rf.a899b65fff626539b6acc2db47b25e55.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6866-75-1_png.rf.4d39ff2ccf562f47fd1ff4d5dd447b02.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2251-21180-1_png.rf.81ee7cd03da20f76b0406c0b18197391.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2334-50595-1_png.rf.ac47068eadd17237883ea44880640482.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9204-3915-1_png.rf.ff6ee87c5d5a73c1fd0242dc9daca508.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9339-11085-1_png.rf.d8fa769afa8ffaf52c116b5d477e120e.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7766-4590-1_png.rf.5f523c9c4e63c4729ced6d126f0c51e3.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6953-2655-1_png.rf.13d7d33fba841294e2ad66ea909cf663.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9247-5565-1_png.rf.e8fab46e7209da04dfdc5cc09a90657a.jpg,False
2017-10-17_1-39-36-mp4-bee_id_3502-825-1_png.rf.7771ee80d7c3add9f2dfd76586c24ecd.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7788-7155-1_png.rf.f028f60f28a108a80f373201ceb9162c.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9085-15-1_png.rf.15aa9f2cab3b790cccfd17b9da7ae02f.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9112-915-1_png.rf.c3d7cbc3c131236aa19908882e3890d4.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9392-16680-1_png.rf.41ec3862b2aa7e7fdfa1c78624d5f2f6.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9182-3165-1_png.rf.1b1dd56d58ed4e912076db5367f98df2.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6981-3570-1_png.rf.8e0d13ab1cc77e9823fd958019f56bf2.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9429-20220-1_png.rf.65cad334f69bd6267d9d281d2b0eab2b.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2318-49740-1_png.rf.14a552af172626caeb547dfeb6aee21f.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9132-1470-1_png.rf.3503bc0b5e700370a36042228c788741.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6665-510-1_png.rf.a11976abb95b0383dbf3f29f751d4ecb.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9294-7680-1_png.rf.78b99eb25dc78d7b0017860f0b0b0ef8.jpg,False
2017-10-17_16-41-10-mp4-bee_id_7017-4455-1_png.rf.8f30bbf66989e5d82475729a35af8d2f.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9351-12765-1_png.rf.1bd717a832db7f969484fe1ea0325845.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6660-405-1_png.rf.7179dcdaa5a9acf182cf8f1f837b81dc.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6873-120-1_png.rf.d1238b97e72b455aa2714bb90a343dc7.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9131-1470-1_png.rf.3d0ee33d6cb1622985a6b3d5e272c399.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9365-14880-1_png.rf.55061fe4a3a155ed22b50a517121d091.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6685-885-1_png.rf.92f1d7b1258c17f7c8ec64a055dea7cf.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9415-18330-1_png.rf.44bbf962f56143fd6fb569be51b2e9fe.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2406-57375-1_png.rf.3737119e113d6f4fcbcd507f61f593a1.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9103-630-1_png.rf.0cb509fbb8abb6a3e72e5a9b598e309e.jpg,False
2017-10-17_1-39-36-mp4-bee_id_3525-1515-1_png.rf.829346ac8e67cdc66f8416d5c6b1f530.jpg,False
2017-09-25_16-03-38-mp4-bee_id_279-4635-1_png.rf.9f1fa7ea7be55d10890df08c76156be7.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9086-30-1_png.rf.0cceea481c2a3247ebfa916c82ff835f.jpg,False
2017-09-25_16-03-38-mp4-bee_id_238-600-1_png.rf.88afbb6f5c98211d32d5c4334d2c8dea.jpg,False
2017-10-17_1-39-36-mp4-bee_id_3487-465-1_png.rf.7c2bf218ffef0abc253463f1c7fe351e.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6955-2685-1_png.rf.f3f8ab084f4c946186bbcd36982b49b4.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6681-795-1_png.rf.8391b8b7d9621786da9349151311d1f8.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9263-6165-1_png.rf.18adecfd5656b862c45c00db3a9d78b4.jpg,True
2017-09-01_10-54-26-mp4-bee_id_7790-7635-1_png.rf.baf0cd18f8244af186adb3d747c68b76.jpg,True
2017-10-17_1-39-36-mp4-bee_id_3504-915-1_png.rf.c4a8c068a467ed6ea472e3ab621e32ef.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2373-54585-1_png.rf.386f6511d2229cf3839dee568031d3d4.jpg,False
2017-08-28_16-31-55-mp4-bee_id_2770-75-1_png.rf.689940393f95e0ee5237449fa2d6d6e7.jpg,True
2017-10-17_1-39-36-mp4-bee_id_3515-1260-1_png.rf.9309c5383acbcbb89ed08edd4aa89708.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2352-52410-1_png.rf.e2f3d9954023fc2091d175e67fdcf1a7.jpg,True
2017-09-01_10-54-26-mp4-bee_id_7759-3135-1_png.rf.c17807fd630304882cca7cff052b52d4.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2376-54705-1_png.rf.76cd4fc9ed80565dc872cf57de78799c.jpg,False
2017-10-17_1-39-36-mp4-bee_id_3493-555-1_png.rf.5b8e42d7c6b2fcde467aa47f022bd018.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9302-8055-1_png.rf.72ff3b483b13782c47251b4519dd151e.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9194-3585-1_png.rf.fa2b89f1409b4bf91e4de3372fd9d30e.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2239-15-1_png.rf.5136b8124809f8a566af07ddbcbf6cfc.jpg,True
2017-09-25_16-03-38-mp4-bee_id_241-735-1_png.rf.5530d0e68bbbd44a692a0dbddc12ecaf.jpg,False
2017-09-25_16-03-38-mp4-bee_id_275-4320-1_png.rf.5242b8b235c72ac07819c1cfe9e5a4a3.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9403-17745-1_png.rf.5024b28b0cb4c9882419384ab1f3a616.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9206-3945-1_png.rf.d62af18cf6ed0d2e3da8762d19255326.jpg,False
2017-10-17_16-41-10-mp4-bee_id_7037-5085-1_png.rf.7958fd6ce8f18def50761fad160b9969.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7781-6285-1_png.rf.c01753066c99490dac641fc60d189eec.jpg,True
2017-09-25_16-03-38-mp4-bee_id_252-1710-1_png.rf.b12c5f04739a2b46c36164202762191a.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9344-11760-1_png.rf.68345a0ea888c9b4ef71a1aa80969e99.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6677-660-1_png.rf.6439b19b4ebd57b66c6067e5089ba295.jpg,True
2017-10-17_1-39-36-mp4-bee_id_3486-465-1_png.rf.42bf468a6c86323b07b25b584a14c5bd.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9377-15585-1_png.rf.610f12c88b380d66ab17078f2d08e0c3.jpg,False
2017-10-17_16-41-10-mp4-bee_id_7028-4800-1_png.rf.0fd3519013077ae142be6cd6295a909d.jpg,True
2017-09-01_10-54-26-mp4-bee_id_7787-7140-1_png.rf.17ea6172d8935b7caeb3432533f33b84.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9197-3660-1_png.rf.4d98ab54b8c00dfae3266e7645262b86.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9259-6030-1_png.rf.0f1235ff72ee4e3ba6283a75c7e977ee.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9357-13065-1_png.rf.7420f96052c57395db0d438237330def.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2348-51885-1_png.rf.08a2b6440d118c7c2c1930941ea10af1.jpg,True
2017-10-17_1-39-36-mp4-bee_id_3475-270-1_png.rf.4fd0c9f4d4125ae82d89b2ce15a05166.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2366-54285-1_png.rf.eb4ce657c5d40c4ef6746a48d775f659.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6954-2670-1_png.rf.5cb2dee77bb14068ad4b24ed4a393f0c.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9405-17790-1_png.rf.3e249ae926321aafb9b72434cb3301f2.jpg,True
2017-08-28_16-32-55_30_sec-mp4-bee_id_6644-90-1_png.rf.7961408052ce63e6ecdf507b33fdfb75.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6926-1710-1_png.rf.6fd4c8aeff2cd5416519937115096686.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9109-780-1_png.rf.be4c992b94003aa7ef54835e151a7e88.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7785-7005-1_png.rf.06b5411c0cd295c4922775151cf18174.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9418-18600-1_png.rf.edff5d0a933e5e0ddebb8b74d2fabaf4.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6680-795-1_png.rf.3b7e228a22e4da1f2068f39271e8bf0e.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9309-8340-1_png.rf.19fa1348ccea8c4483872cc4c4f6cc82.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6988-3750-1_png.rf.6998f44361808c5091517d9caed67391.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6927-1710-1_png.rf.8df456806b2907f6dfedbd7ad3fe63a9.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6965-3000-1_png.rf.361d6fe074d2b76f2e283969340ea130.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2302-49020-1_png.rf.db33b12470694df12387e39ab2648d87.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9171-2880-1_png.rf.4c440d0669f617e598da896d602c0cf8.jpg,False
2017-09-25_16-03-38-mp4-bee_id_261-2475-1_png.rf.f063d08a4d93e6cf732a9b79783cf5cc.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9423-19545-1_png.rf.0f7be66f6ff11253af9bba816f96b80b.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9441-23145-1_png.rf.48aeef6f7730ba205bdb350eead3d092.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9359-13680-1_png.rf.b97f56f8b66f6d0415056e203d7d2e34.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2335-50715-1_png.rf.e3210b869a173a6dc837c0707e4ba728.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6972-3195-1_png.rf.660ac56f1b58c05178156d4884650e93.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9254-5760-1_png.rf.ed2d6d4089e3350c74ab3a69814d047c.jpg,True
2017-09-25_16-03-38-mp4-bee_id_270-3495-1_png.rf.6a5e585401e9f8fa898dc60d39e32137.jpg,True
2017-08-28_16-32-55_30_sec-mp4-bee_id_6666-510-1_png.rf.f5de33f986c179119d5ed674ad40f93e.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6956-2685-1_png.rf.aee618dc5c39e7b1285c09ca501536c5.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2254-29940-1_png.rf.9204b4f44710cd71e37967502cd561cc.jpg,True
2017-10-17_16-41-10-mp4-bee_id_7030-4890-1_png.rf.d5d5411e06c9b934bdf953f482d70a57.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6667-540-1_png.rf.8152076678b04419b740fe524132a1ea.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2339-50925-1_png.rf.fda9a2441db1eea71d1043e981218ffb.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2255-29940-1_png.rf.d3f244b41dea8b4c30ccbe77e55aa2ee.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2364-53940-1_png.rf.7325d0a8d0f897948df2d1fd8da569be.jpg,False
2017-09-25_16-03-38-mp4-bee_id_290-6750-1_png.rf.3704d47508e9e6af21fb559797cd7e18.jpg,True
2017-09-01_10-54-26-mp4-bee_id_7770-5190-1_png.rf.fd46714fb447b7f82a9dfcbc0ee72664.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9426-20010-1_png.rf.458ab6c6302d0b6610a865fc12a20185.jpg,False
2017-08-28_16-32-55_30_sec-mp4-bee_id_6662-450-1_png.rf.a349845371eb6441289fb9bc4c5df004.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9242-5205-1_png.rf.0f868713160edb72c026700e53396d84.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2294-48135-1_png.rf.fdfa65cd77c015d5a612fcccf411a84e.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6946-2475-1_png.rf.60745a6a6d02be5a1d8e8d8dc94afb98.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9198-3675-1_png.rf.4c9de363ce491a2560417fc40513136a.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2317-49725-1_png.rf.cff97f6bf4c4fbdda151428d786906b5.jpg,True
2017-09-25_16-03-38-mp4-bee_id_251-1695-1_png.rf.7bab24c93684e6112f6d515ceca1bb6e.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6870-75-1_png.rf.0682594c15831e763d4e336907dba9c3.jpg,False
2017-09-25_16-03-38-mp4-bee_id_273-3735-1_png.rf.d42ce4250f6ef2d158e08b2232312b11.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6949-2595-1_png.rf.89c41b6e9d3b26fecf697a0521890933.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6950-2610-1_png.rf.4534d0c3868fa465299a049a7239a922.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9183-3405-1_png.rf.c9907aa4bfa67477880a3ffabed4bf04.jpg,True
2017-10-17_16-41-10-mp4-bee_id_7006-4290-1_png.rf.e607ed520cb813bde61f4c5b4c86439e.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2332-50490-1_png.rf.533c6f058981dd4d01b549e436bb2635.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2289-47955-1_png.rf.01a22e8fdc4613cc2db258a1a591caef.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6973-3270-1_png.rf.cdb98acbd8298e7805626b4029f70d87.jpg,True
2017-08-28_16-32-55_30_sec-mp4-bee_id_6676-660-1_png.rf.adaeb2ef82f1b4dd1371f31bb0388bfe.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9276-6675-1_png.rf.aaf7511737f5b47bc99e936040deb8fe.jpg,True
2017-08-28_16-31-55-mp4-bee_id_2768-15-1_png.rf.b79fc34750b58498c0a506e3bfa903eb.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6987-3735-1_png.rf.f2c6ce6942b035965f0adeb8f0d3b3fe.jpg,True
2017-09-25_16-03-38-mp4-bee_id_246-1230-1_png.rf.04b9ce4d246886e3e161f4583143c9ce.jpg,True
2017-08-28_16-32-55_30_sec-mp4-bee_id_6663-465-1_png.rf.1ee9dccb1cfc7b32efa3438d9c0c05e5.jpg,True
2017-08-28_16-32-55_30_sec-mp4-bee_id_6648-135-1_png.rf.121bca077d4a88336d587c4e600aea7e.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9098-360-1_png.rf.66574dad874c150f00e04319cac34572.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6962-2970-1_png.rf.2b008c6b1cdf85f3b82cce1f4588e1a0.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9156-2325-1_png.rf.26da25080c3f48a3f45373669256056c.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6952-2640-1_png.rf.a5a524c0849e1604903e71989749e4be.jpg,False
2017-10-17_1-39-36-mp4-bee_id_3511-1200-1_png.rf.334d041cb91836ee907cbc6487da627b.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6994-3975-1_png.rf.9abac7d0b36b5d71958fc320007c9d6d.jpg,False
2017-09-01_3-01-01-mp4-bee_id_2399-56715-1_png.rf.1a75c22f0d5c6f4ca8e5f31b9029c94a.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7761-3345-1_png.rf.f4349b9de93b0b6d49fcfea9f6f9456c.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2340-50940-1_png.rf.8e402e89a69e0f76d2d384e22602d282.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9271-6600-1_png.rf.5d40b3e7e25c557faee11ca2cfcf7dd9.jpg,True
2017-10-17_16-41-10-mp4-bee_id_7018-4470-1_png.rf.9e97b068674d478b423f5c9491b692f0.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6938-2100-1_png.rf.1c949dbe3f23503fc3771ff464bcb872.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7786-7020-1_png.rf.1262ee472750323d7a649c2bb2529748.jpg,True
2017-08-30_15-42-59-mp4-bee_id_9417-18435-1_png.rf.930b82a8dacb4aa8cc0a679baa82189d.jpg,False
2017-09-25_16-03-38-mp4-bee_id_267-3060-1_png.rf.6e6524b4f0c12dcaca4d56ec6518c465.jpg,False
2017-08-30_15-42-59-mp4-bee_id_9412-18270-1_png.rf.315d7e258755209d66532daa213e4d4d.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2367-54300-1_png.rf.2df7b977695e55e7f5ed84e225e9d3a2.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6969-3150-1_png.rf.4c484bbc17cb195a43c1be5bcd1184fb.jpg,True
2017-10-17_16-41-10-mp4-bee_id_6907-1080-1_png.rf.6a0fd000cfed901bd80a77cd0b7ead55.jpg,False
2017-10-17_16-41-10-mp4-bee_id_6929-1830-1_png.rf.9f96ddd7d36a8ef58ec2b2d1adb6db4d.jpg,False
2017-09-25_16-03-38-mp4-bee_id_293-6990-1_png.rf.2ceab6028bb9a9c8a4f8ed485e544aae.jpg,True
2017-09-01_3-01-01-mp4-bee_id_2353-52410-1_png.rf.bba3c94f6a4321edad9cac5b881393bd.jpg,True
2017-09-25_16-03-38-mp4-bee_id_259-2310-1_png.rf.87e461087110a39dbd908228ded9a692.jpg,True
2017-09-25_16-03-38-mp4-bee_id_263-2820-1_png.rf.82eb9c149fd8c0ddb441cb8a3df62703.jpg,False
2017-09-01_10-54-26-mp4-bee_id_7806-8640-1_png.rf.2681b42fd7299c94b376acbdecccc75a.jpg,True
2017-09-01_10-54-26-mp4-bee_id_7784-6420-1_png.rf.84d8cb8e2eee7a8293a3d452e775956e.jpg,True
